Time	x	y	z	vx	vy	vz
0.0	30.0	0.0	0.0	0.0	229.1	0.0
0.01	29.92	2.288	0.0	-16.73	228.5	0.0
0.02	29.67	4.564	0.0	-33.36	226.6	0.0
0.03	29.25	6.814	0.0	-49.78	223.4	0.0
0.04	28.67	9.026	0.0	-65.9	219.0	0.0
0.05	27.93	11.19	0.0	-81.63	213.4	0.0
0.06	27.04	13.29	0.0	-96.86	206.6	0.0
0.07	26.0	15.31	0.0	-111.5	198.7	0.0
0.08	24.81	17.26	0.0	-125.5	189.7	0.0
0.09	23.49	19.1	0.0	-138.7	179.8	0.0
0.1	22.04	20.85	0.0	-151.2	168.9	0.0
0.11	20.47	22.48	0.0	-162.8	157.1	0.0
0.12	18.79	23.98	0.0	-173.4	144.5	0.0
0.13	17.01	25.36	0.0	-183.0	131.2	0.0
0.14	15.14	26.61	0.0	-191.7	117.3	0.0
0.15	13.18	27.71	0.0	-199.2	102.8	0.0
0.16	11.16	28.66	0.0	-205.7	87.81	0.0
0.17	9.076	29.46	0.0	-211.0	72.46	0.0
0.18	6.945	30.11	0.0	-215.2	56.8	0.0
0.19	4.777	30.59	0.0	-218.3	40.92	0.0
0.2	2.584	30.92	0.0	-220.2	24.9	0.0
0.21	0.3785	31.09	0.0	-221.0	8.827	0.0
0.22	-1.829	31.1	0.0	-220.6	-7.226	0.0
0.23	-4.028	30.95	0.0	-219.1	-23.18	0.0
0.24	-6.206	30.64	0.0	-216.5	-38.96	0.0
0.25	-8.352	30.17	0.0	-212.8	-54.48	0.0
0.26	-10.46	29.55	0.0	-208.0	-69.69	0.0
0.27	-12.51	28.78	0.0	-202.1	-84.5	0.0
0.28	-14.49	27.86	0.0	-195.3	-98.86	0.0
0.29	-16.41	26.8	0.0	-187.5	-112.7	0.0
0.3	-18.24	25.61	0.0	-178.7	-125.9	0.0
0.31	-19.98	24.29	0.0	-169.1	-138.5	0.0
0.32	-21.62	22.84	0.0	-158.6	-150.4	0.0
0.33	-23.14	21.28	0.0	-147.3	-161.6	0.0
0.34	-24.56	19.62	0.0	-135.2	-171.9	0.0
0.35	-25.85	17.85	0.0	-122.5	-181.4	0.0
0.36	-27.0	15.99	0.0	-109.1	-190.0	0.0
0.37	-28.02	14.06	0.0	-95.11	-197.6	0.0
0.38	-28.9	12.05	0.0	-80.62	-204.2	0.0
0.39	-29.63	9.976	0.0	-65.68	-209.9	0.0
0.4	-30.21	7.854	0.0	-50.36	-214.4	0.0
0.41	-30.64	5.693	0.0	-34.73	-217.9	0.0
0.42	-30.91	3.502	0.0	-18.85	-220.3	0.0
0.43	-31.02	1.293	0.0	-2.813	-221.5	0.0
0.44	-30.96	-0.9224	0.0	13.31	-221.6	0.0
0.45	-30.75	-3.133	0.0	29.44	-220.5	0.0
0.46	-30.38	-5.327	0.0	45.49	-218.3	0.0
0.47	-29.84	-7.494	0.0	61.39	-214.9	0.0
0.48	-29.15	-9.621	0.0	77.03	-210.4	0.0
0.49	-28.3	-11.7	0.0	92.35	-204.7	0.0
0.5	-27.3	-13.71	0.0	107.2	-197.9	0.0
0.51	-26.16	-15.65	0.0	121.6	-190.0	0.0
0.52	-24.87	-17.5	0.0	135.4	-181.0	0.0
0.53	-23.45	-19.26	0.0	148.6	-171.0	0.0
0.54	-21.91	-20.92	0.0	161.0	-160.1	0.0
0.55	-20.24	-22.46	0.0	172.5	-148.2	0.0
0.56	-18.46	-23.88	0.0	183.2	-135.4	0.0
0.57	-16.58	-25.17	0.0	192.8	-121.9	0.0
0.58	-14.61	-26.31	0.0	201.5	-107.6	0.0
0.59	-12.56	-27.32	0.0	209.0	-92.75	0.0
0.6	-10.44	-28.17	0.0	215.4	-77.32	0.0
0.61	-8.255	-28.86	0.0	220.6	-61.42	0.0
0.62	-6.029	-29.39	0.0	224.6	-45.17	0.0
0.63	-3.769	-29.76	0.0	227.3	-28.65	0.0
0.64	-1.489	-29.97	0.0	228.8	-11.98	0.0
0.65	0.8004	-30.0	0.0	229.0	4.762	0.0
0.66	3.085	-29.87	0.0	227.9	21.46	0.0
0.67	5.352	-29.57	0.0	225.6	38.01	0.0
0.68	7.59	-29.11	0.0	222.0	54.31	0.0
0.69	9.786	-28.49	0.0	217.2	70.28	0.0
0.7	11.93	-27.71	0.0	211.1	85.81	0.0
0.71	14.0	-26.77	0.0	204.0	100.8	0.0
0.72	16.0	-25.69	0.0	195.8	115.2	0.0
0.73	17.91	-24.47	0.0	186.5	128.9	0.0
0.74	19.73	-23.12	0.0	176.3	141.9	0.0
0.75	21.43	-21.64	0.0	165.1	154.0	0.0
0.76	23.02	-20.04	0.0	153.1	165.3	0.0
0.77	24.49	-18.34	0.0	140.4	175.6	0.0
0.78	25.83	-16.54	0.0	126.9	184.9	0.0
0.79	27.03	-14.65	0.0	112.9	193.2	0.0
0.8	28.08	-12.68	0.0	98.3	200.4	0.0
0.81	28.99	-10.64	0.0	83.29	206.5	0.0
0.82	29.75	-8.554	0.0	67.91	211.6	0.0
0.83	30.35	-6.419	0.0	52.25	215.5	0.0
0.84	30.79	-4.251	0.0	36.39	218.2	0.0
0.85	31.08	-2.06	0.0	20.41	219.9	0.0
0.86	31.2	0.1407	0.0	4.384	220.3	0.0
0.87	31.16	2.341	0.0	-11.6	219.7	0.0
0.88	30.97	4.529	0.0	-27.48	218.0	0.0
0.89	30.61	6.695	0.0	-43.16	215.1	0.0
0.9	30.11	8.826	0.0	-58.59	211.2	0.0
0.91	29.44	10.91	0.0	-73.69	206.2	0.0
0.92	28.63	12.94	0.0	-88.39	200.1	0.0
0.93	27.68	14.91	0.0	-102.6	193.1	0.0
0.94	26.58	16.8	0.0	-116.3	185.1	0.0
0.95	25.36	18.61	0.0	-129.4	176.1	0.0
0.96	24.0	20.32	0.0	-141.9	166.3	0.0
0.97	22.52	21.93	0.0	-153.6	155.6	0.0
0.98	20.93	23.43	0.0	-164.6	144.2	0.0
0.99	19.23	24.81	0.0	-174.8	131.9	0.0
1.0	17.44	26.06	0.0	-184.1	119.0	0.0
1.01	15.55	27.18	0.0	-192.5	105.5	0.0
1.02	13.59	28.17	0.0	-199.9	91.37	0.0
1.03	11.56	29.01	0.0	-206.4	76.74	0.0
1.04	9.47	29.7	0.0	-211.8	61.66	0.0
1.05	7.331	30.24	0.0	-216.1	46.21	0.0
1.06	5.153	30.62	0.0	-219.3	30.46	0.0
1.07	2.949	30.85	0.0	-221.4	14.48	0.0
1.08	0.7302	30.91	0.0	-222.4	-1.646	0.0
1.09	-1.493	30.82	0.0	-222.2	-17.84	0.0
1.1	-3.708	30.56	0.0	-220.8	-34.02	0.0
1.11	-5.904	30.14	0.0	-218.3	-50.11	0.0
1.12	-8.068	29.56	0.0	-214.6	-66.0	0.0
1.13	-10.19	28.82	0.0	-209.7	-81.63	0.0
1.14	-12.26	27.92	0.0	-203.6	-96.89	0.0
1.15	-14.26	26.88	0.0	-196.5	-111.7	0.0
1.16	-16.18	25.69	0.0	-188.2	-126.0	0.0
1.17	-18.02	24.37	0.0	-178.9	-139.6	0.0
1.18	-19.75	22.9	0.0	-168.5	-152.6	0.0
1.19	-21.38	21.32	0.0	-157.2	-164.7	0.0
1.2	-22.89	19.61	0.0	-145.0	-176.0	0.0
1.21	-24.28	17.8	0.0	-132.0	-186.4	0.0
1.22	-25.53	15.89	0.0	-118.1	-195.7	0.0
1.23	-26.64	13.89	0.0	-103.6	-204.0	0.0
1.24	-27.6	11.82	0.0	-88.52	-211.2	0.0
1.25	-28.4	9.675	0.0	-72.9	-217.2	0.0
1.26	-29.05	7.479	0.0	-56.86	-222.0	0.0
1.27	-29.54	5.242	0.0	-40.49	-225.5	0.0
1.28	-29.86	2.975	0.0	-23.91	-227.8	0.0
1.29	-30.02	0.6917	0.0	-7.212	-228.8	0.0
1.3	-30.01	-1.595	0.0	9.505	-228.6	0.0
1.31	-29.83	-3.874	0.0	26.14	-227.1	0.0
1.32	-29.48	-6.13	0.0	42.59	-224.3	0.0
1.33	-28.98	-8.353	0.0	58.76	-220.3	0.0
1.34	-28.31	-10.53	0.0	74.55	-215.1	0.0
1.35	-27.49	-12.65	0.0	89.88	-208.7	0.0
1.36	-26.52	-14.7	0.0	104.7	-201.2	0.0
1.37	-25.4	-16.67	0.0	118.8	-192.7	0.0
1.38	-24.14	-18.55	0.0	132.2	-183.1	0.0
1.39	-22.76	-20.33	0.0	144.9	-172.6	0.0
1.4	-21.25	-22.0	0.0	156.7	-161.3	0.0
1.41	-19.63	-23.55	0.0	167.6	-149.1	0.0
1.42	-17.9	-24.97	0.0	177.6	-136.2	0.0
1.43	-16.08	-26.27	0.0	186.6	-122.6	0.0
1.44	-14.18	-27.42	0.0	194.6	-108.5	0.0
1.45	-12.19	-28.44	0.0	201.5	-93.86	0.0
1.46	-10.15	-29.3	0.0	207.3	-78.8	0.0
1.47	-8.054	-30.01	0.0	212.0	-63.4	0.0
1.48	-5.915	-30.57	0.0	215.7	-47.74	0.0
1.49	-3.746	-30.96	0.0	218.1	-31.9	0.0
1.5	-1.558	-31.2	0.0	219.5	-15.95	0.0
1.51	0.6381	-31.28	0.0	219.7	0.02267	0.0
1.52	2.831	-31.2	0.0	218.9	15.95	0.0
1.53	5.01	-30.96	0.0	216.9	31.75	0.0
1.54	7.163	-30.57	0.0	213.8	47.36	0.0
1.55	9.28	-30.02	0.0	209.6	62.69	0.0
1.56	11.35	-29.32	0.0	204.4	77.69	0.0
1.57	13.36	-28.47	0.0	198.2	92.29	0.0
1.58	15.31	-27.47	0.0	190.9	106.4	0.0
1.59	17.18	-26.34	0.0	182.7	120.0	0.0
1.6	18.96	-25.08	0.0	173.6	133.0	0.0
1.61	20.64	-23.68	0.0	163.6	145.3	0.0
1.62	22.23	-22.17	0.0	152.7	156.9	0.0
1.63	23.69	-20.55	0.0	141.1	167.8	0.0
1.64	25.04	-18.82	0.0	128.7	177.8	0.0
1.65	26.26	-17.0	0.0	115.6	186.9	0.0
1.66	27.35	-15.09	0.0	101.9	195.1	0.0
1.67	28.3	-13.1	0.0	87.62	202.3	0.0
1.68	29.1	-11.05	0.0	72.83	208.6	0.0
1.69	29.75	-8.936	0.0	57.61	213.7	0.0
1.7	30.25	-6.778	0.0	42.03	217.8	0.0
1.71	30.59	-4.585	0.0	26.15	220.8	0.0
1.72	30.77	-2.368	0.0	10.07	222.6	0.0
1.73	30.79	-0.1388	0.0	-6.153	223.3	0.0
1.74	30.65	2.091	0.0	-22.42	222.7	0.0
1.75	30.35	4.31	0.0	-38.65	221.0	0.0
1.76	29.88	6.506	0.0	-54.75	218.1	0.0
1.77	29.25	8.667	0.0	-70.64	214.1	0.0
1.78	28.47	10.78	0.0	-86.23	208.8	0.0
1.79	27.53	12.84	0.0	-101.4	202.4	0.0
1.8	26.44	14.82	0.0	-116.1	194.9	0.0
1.81	25.21	16.73	0.0	-130.3	186.2	0.0
1.82	23.84	18.54	0.0	-143.7	176.5	0.0
1.83	22.34	20.26	0.0	-156.5	165.8	0.0
1.84	20.71	21.86	0.0	-168.4	154.2	0.0
1.85	18.97	23.33	0.0	-179.4	141.7	0.0
1.86	17.13	24.68	0.0	-189.4	128.3	0.0
1.87	15.19	25.9	0.0	-198.4	114.2	0.0
1.88	13.17	26.97	0.0	-206.3	99.48	0.0
1.89	11.07	27.88	0.0	-213.1	84.16	0.0
1.9	8.911	28.65	0.0	-218.7	68.38	0.0
1.91	6.703	29.25	0.0	-223.0	52.22	0.0
1.92	4.457	29.69	0.0	-226.2	35.77	0.0
1.93	2.186	29.96	0.0	-228.0	19.16	0.0
1.94	-0.09731	30.07	0.0	-228.6	2.459	0.0
1.95	-2.38	30.01	0.0	-227.9	-14.21	0.0
1.96	-4.649	29.79	0.0	-226.0	-30.76	0.0
1.97	-6.893	29.4	0.0	-222.8	-47.09	0.0
1.98	-9.099	28.85	0.0	-218.4	-63.1	0.0
1.99	-11.25	28.14	0.0	-212.8	-78.7	0.0
2.0	-13.35	27.28	0.0	-206.1	-93.81	0.0
2.01	-15.37	26.27	0.0	-198.3	-108.3	0.0
2.02	-17.31	25.11	0.0	-189.5	-122.2	0.0
2.03	-19.16	23.83	0.0	-179.7	-135.4	0.0
2.04	-20.9	22.41	0.0	-169.0	-147.8	0.0
2.05	-22.53	20.87	0.0	-157.4	-159.3	0.0
2.06	-24.04	19.23	0.0	-145.1	-169.9	0.0
2.07	-25.43	17.48	0.0	-132.0	-179.6	0.0
2.08	-26.68	15.64	0.0	-118.4	-188.3	0.0
2.09	-27.79	13.72	0.0	-104.1	-195.9	0.0
2.1	-28.76	11.73	0.0	-89.44	-202.5	0.0
2.11	-29.58	9.676	0.0	-74.34	-208.1	0.0
2.12	-30.25	7.573	0.0	-58.93	-212.5	0.0
2.13	-30.76	5.431	0.0	-43.27	-215.9	0.0
2.14	-31.11	3.261	0.0	-27.45	-218.1	0.0
2.15	-31.31	1.075	0.0	-11.53	-219.2	0.0
2.16	-31.34	-1.117	0.0	4.401	-219.2	0.0
2.17	-31.22	-3.303	0.0	20.27	-218.1	0.0
2.18	-30.94	-5.472	0.0	36.01	-215.8	0.0
2.19	-30.5	-7.614	0.0	51.55	-212.5	0.0
2.2	-29.91	-9.718	0.0	66.81	-208.1	0.0
2.21	-29.16	-11.77	0.0	81.72	-202.7	0.0
2.22	-28.27	-13.77	0.0	96.22	-196.3	0.0
2.23	-27.24	-15.69	0.0	110.2	-188.8	0.0
2.24	-26.07	-17.54	0.0	123.7	-180.4	0.0
2.25	-24.77	-19.3	0.0	136.6	-171.1	0.0
2.26	-23.34	-20.96	0.0	148.8	-160.9	0.0
2.27	-21.8	-22.51	0.0	160.3	-149.9	0.0
2.28	-20.14	-23.95	0.0	170.9	-138.0	0.0
2.29	-18.38	-25.27	0.0	180.8	-125.4	0.0
2.3	-16.53	-26.46	0.0	189.7	-112.2	0.0
2.31	-14.59	-27.51	0.0	197.8	-98.29	0.0
2.32	-12.58	-28.42	0.0	204.8	-83.84	0.0
2.33	-10.5	-29.18	0.0	210.8	-68.89	0.0
2.34	-8.371	-29.79	0.0	215.7	-53.52	0.0
2.35	-6.195	-30.25	0.0	219.5	-37.79	0.0
2.36	-3.986	-30.55	0.0	222.2	-21.79	0.0
2.37	-1.757	-30.69	0.0	223.7	-5.594	0.0
2.38	0.4817	-30.66	0.0	224.0	10.71	0.0
2.39	2.718	-30.47	0.0	223.2	27.04	0.0
2.4	4.939	-30.12	0.0	221.1	43.31	0.0
2.41	7.134	-29.61	0.0	217.9	59.43	0.0
2.42	9.291	-28.93	0.0	213.4	75.29	0.0
2.43	11.4	-28.1	0.0	207.8	90.82	0.0
2.44	13.44	-27.12	0.0	201.0	105.9	0.0
2.45	15.41	-25.99	0.0	193.1	120.5	0.0
2.46	17.3	-24.71	0.0	184.1	134.5	0.0
2.47	19.09	-23.3	0.0	174.0	147.7	0.0
2.48	20.77	-21.76	0.0	162.9	160.2	0.0
2.49	22.34	-20.1	0.0	151.0	171.9	0.0
2.5	23.79	-18.33	0.0	138.1	182.6	0.0
2.51	25.1	-16.45	0.0	124.5	192.3	0.0
2.52	26.27	-14.49	0.0	110.1	200.9	0.0
2.53	27.3	-12.44	0.0	95.19	208.4	0.0
2.54	28.17	-10.32	0.0	79.7	214.8	0.0
2.55	28.89	-8.15	0.0	63.78	219.9	0.0
2.56	29.45	-5.931	0.0	47.52	223.9	0.0
2.57	29.84	-3.679	0.0	31.03	226.5	0.0
2.58	30.07	-1.407	0.0	14.4	227.9	0.0
2.59	30.13	0.8734	0.0	-2.267	228.1	0.0
2.6	30.02	3.149	0.0	-18.87	227.0	0.0
2.61	29.75	5.407	0.0	-35.31	224.6	0.0
2.62	29.32	7.635	0.0	-51.49	221.1	0.0
2.63	28.72	9.822	0.0	-67.33	216.3	0.0
2.64	27.97	11.96	0.0	-82.73	210.4	0.0
2.65	27.07	14.02	0.0	-97.62	203.4	0.0
2.66	26.02	16.02	0.0	-111.9	195.3	0.0
2.67	24.84	17.92	0.0	-125.5	186.2	0.0
2.68	23.52	19.74	0.0	-138.4	176.1	0.0
2.69	22.07	21.44	0.0	-150.5	165.2	0.0
2.7	20.51	23.04	0.0	-161.7	153.5	0.0
2.71	18.84	24.51	0.0	-172.1	141.0	0.0
2.72	17.07	25.85	0.0	-181.4	127.9	0.0
2.73	15.22	27.06	0.0	-189.8	114.1	0.0
2.74	13.28	28.13	0.0	-197.2	99.8	0.0
2.75	11.28	29.06	0.0	-203.6	85.05	0.0
2.76	9.217	29.83	0.0	-208.8	69.93	0.0
2.77	7.108	30.45	0.0	-213.0	54.5	0.0
2.78	4.963	30.92	0.0	-216.1	38.84	0.0
2.79	2.792	31.23	0.0	-218.1	23.03	0.0
2.8	0.6071	31.38	0.0	-218.9	7.136	0.0
2.81	-1.581	31.37	0.0	-218.7	-8.76	0.0
2.82	-3.761	31.21	0.0	-217.3	-24.59	0.0
2.83	-5.922	30.88	0.0	-214.9	-40.27	0.0
2.84	-8.053	30.4	0.0	-211.3	-55.75	0.0
2.85	-10.14	29.77	0.0	-206.8	-70.94	0.0
2.86	-12.18	28.98	0.0	-201.1	-85.77	0.0
2.87	-14.16	28.05	0.0	-194.5	-100.2	0.0
2.88	-16.07	26.98	0.0	-186.8	-114.1	0.0
2.89	-17.89	25.77	0.0	-178.2	-127.5	0.0
2.9	-19.63	24.44	0.0	-168.7	-140.2	0.0
2.91	-21.26	22.97	0.0	-158.3	-152.3	0.0
2.92	-22.79	21.39	0.0	-147.0	-163.6	0.0
2.93	-24.2	19.7	0.0	-135.0	-174.2	0.0
2.94	-25.48	17.91	0.0	-122.2	-183.9	0.0
2.95	-26.64	16.03	0.0	-108.7	-192.6	0.0
2.96	-27.65	14.07	0.0	-94.65	-200.4	0.0
2.97	-28.53	12.03	0.0	-80.02	-207.2	0.0
2.98	-29.25	9.927	0.0	-64.9	-213.0	0.0
2.99	-29.82	7.774	0.0	-49.37	-217.6	0.0
3.0	-30.24	5.581	0.0	-33.5	-221.2	0.0
3.01	-30.49	3.357	0.0	-17.37	-223.5	0.0
3.02	-30.58	1.116	0.0	-1.065	-224.7	0.0
3.03	-30.51	-1.131	0.0	15.32	-224.7	0.0
3.04	-30.28	-3.372	0.0	31.71	-223.5	0.0
3.05	-29.88	-5.595	0.0	48.0	-221.1	0.0
3.06	-29.32	-7.788	0.0	64.11	-217.4	0.0
3.07	-28.6	-9.938	0.0	79.94	-212.6	0.0
3.08	-27.72	-12.03	0.0	95.39	-206.6	0.0
3.09	-26.69	-14.06	0.0	110.4	-199.4	0.0
3.1	-25.52	-16.02	0.0	124.8	-191.1	0.0
3.11	-24.2	-17.88	0.0	138.6	-181.7	0.0
3.12	-22.75	-19.64	0.0	151.6	-171.2	0.0
3.13	-21.17	-21.3	0.0	163.8	-159.8	0.0
3.14	-19.48	-22.84	0.0	175.2	-147.5	0.0
3.15	-17.67	-24.25	0.0	185.5	-134.4	0.0
3.16	-15.77	-25.52	0.0	194.9	-120.5	0.0
3.17	-13.78	-26.65	0.0	203.1	-105.9	0.0
3.18	-11.71	-27.64	0.0	210.3	-90.79	0.0
3.19	-9.582	-28.47	0.0	216.2	-75.15	0.0
3.2	-7.396	-29.14	0.0	220.9	-59.12	0.0
3.21	-5.17	-29.65	0.0	224.4	-42.8	0.0
3.22	-2.914	-29.99	0.0	226.6	-26.28	0.0
3.23	-0.6431	-30.17	0.0	227.6	-9.662	0.0
3.24	1.632	-30.19	0.0	227.4	6.95	0.0
3.25	3.898	-30.03	0.0	225.8	23.46	0.0
3.26	6.142	-29.72	0.0	223.1	39.78	0.0
3.27	8.354	-29.24	0.0	219.2	55.81	0.0
3.28	10.52	-28.6	0.0	214.0	71.46	0.0
3.29	12.63	-27.81	0.0	207.8	86.66	0.0
3.3	14.67	-26.87	0.0	200.5	101.3	0.0
3.31	16.63	-25.79	0.0	192.1	115.4	0.0
3.32	18.51	-24.57	0.0	182.8	128.7	0.0
3.33	20.29	-23.22	0.0	172.6	141.3	0.0
3.34	21.96	-21.75	0.0	161.5	153.2	0.0
3.35	23.51	-20.16	0.0	149.6	164.1	0.0
3.36	24.94	-18.47	0.0	137.0	174.2	0.0
3.37	26.25	-16.68	0.0	123.7	183.3	0.0
3.38	27.42	-14.81	0.0	109.9	191.4	0.0
3.39	28.44	-12.86	0.0	95.51	198.5	0.0
3.4	29.32	-10.84	0.0	80.71	204.6	0.0
3.41	30.05	-8.771	0.0	65.55	209.6	0.0
3.42	30.63	-6.656	0.0	50.11	213.5	0.0
3.43	31.06	-4.507	0.0	34.44	216.3	0.0
3.44	31.32	-2.334	0.0	18.64	218.1	0.0
3.45	31.43	-0.1505	0.0	2.762	218.7	0.0
3.46	31.38	2.034	0.0	-13.11	218.2	0.0
3.47	31.17	4.209	0.0	-28.9	216.7	0.0
3.48	30.8	6.362	0.0	-44.54	214.0	0.0
3.49	30.28	8.483	0.0	-59.97	210.2	0.0
3.5	29.6	10.56	0.0	-75.1	205.4	0.0
3.51	28.78	12.59	0.0	-89.87	199.6	0.0
3.52	27.81	14.55	0.0	-104.2	192.7	0.0
3.53	26.69	16.44	0.0	-118.0	184.8	0.0
3.54	25.45	18.24	0.0	-131.3	176.0	0.0
3.55	24.07	19.95	0.0	-144.0	166.3	0.0
3.56	22.57	21.56	0.0	-155.9	155.6	0.0
3.57	20.96	23.06	0.0	-167.1	144.2	0.0
3.58	19.23	24.44	0.0	-177.5	131.9	0.0
3.59	17.41	25.69	0.0	-187.0	118.9	0.0
3.6	15.5	26.81	0.0	-195.5	105.2	0.0
3.61	13.51	27.8	0.0	-203.1	90.97	0.0
3.62	11.44	28.63	0.0	-209.7	76.15	0.0
3.63	9.32	29.32	0.0	-215.1	60.85	0.0
3.64	7.146	29.85	0.0	-219.5	45.15	0.0
3.65	4.935	30.22	0.0	-222.7	29.13	0.0
3.66	2.698	30.43	0.0	-224.8	12.88	0.0
3.67	0.4458	30.47	0.0	-225.6	-3.521	0.0
3.68	-1.809	30.36	0.0	-225.3	-19.98	0.0
3.69	-4.053	30.08	0.0	-223.7	-36.41	0.0
3.7	-6.276	29.63	0.0	-220.8	-52.71	0.0
3.71	-8.464	29.02	0.0	-216.8	-68.79	0.0
3.72	-10.61	28.26	0.0	-211.5	-84.56	0.0
3.73	-12.69	27.33	0.0	-205.1	-99.91	0.0
3.74	-14.7	26.26	0.0	-197.5	-114.8	0.0
3.75	-16.63	25.04	0.0	-188.8	-129.0	0.0
3.76	-18.47	23.68	0.0	-179.1	-142.6	0.0
3.77	-20.21	22.19	0.0	-168.3	-155.3	0.0
3.78	-21.83	20.58	0.0	-156.5	-167.3	0.0
3.79	-23.34	18.85	0.0	-143.9	-178.3	0.0
3.8	-24.71	17.02	0.0	-130.5	-188.3	0.0
3.81	-25.94	15.09	0.0	-116.4	-197.3	0.0
3.82	-27.03	13.08	0.0	-101.6	-205.1	0.0
3.83	-27.97	11.0	0.0	-86.3	-211.8	0.0
3.84	-28.76	8.849	0.0	-70.54	-217.3	0.0
3.85	-29.38	6.654	0.0	-54.42	-221.6	0.0
3.86	-29.84	4.423	0.0	-38.06	-224.7	0.0
3.87	-30.14	2.167	0.0	-21.54	-226.5	0.0
3.88	-30.27	-0.1012	0.0	-4.958	-227.1	0.0
3.89	-30.24	-2.369	0.0	11.58	-226.4	0.0
3.9	-30.04	-4.623	0.0	27.98	-224.5	0.0
3.91	-29.68	-6.853	0.0	44.16	-221.4	0.0
3.92	-29.16	-9.045	0.0	60.03	-217.1	0.0
3.93	-28.48	-11.19	0.0	75.49	-211.7	0.0
3.94	-27.65	-13.27	0.0	90.48	-205.1	0.0
3.95	-26.68	-15.29	0.0	104.9	-197.6	0.0
3.96	-25.56	-17.22	0.0	118.7	-189.0	0.0
3.97	-24.31	-19.06	0.0	131.8	-179.4	0.0
3.98	-22.93	-20.8	0.0	144.2	-169.0	0.0
3.99	-21.43	-22.44	0.0	155.7	-157.7	0.0
4.0	-19.82	-23.95	0.0	166.4	-145.7	0.0
4.01	-18.1	-25.35	0.0	176.2	-133.0	0.0
4.02	-16.3	-26.61	0.0	185.1	-119.6	0.0
4.03	-14.41	-27.74	0.0	192.9	-105.7	0.0
4.04	-12.44	-28.72	0.0	199.8	-91.26	0.0
4.05	-10.41	-29.56	0.0	205.6	-76.41	0.0
4.06	-8.335	-30.25	0.0	210.4	-61.22	0.0
4.07	-6.212	-30.78	0.0	214.1	-45.75	0.0
4.08	-4.059	-31.16	0.0	216.7	-30.07	0.0
4.09	-1.884	-31.38	0.0	218.2	-14.27	0.0
4.1	0.2993	-31.45	0.0	218.6	1.6	0.0
4.11	2.482	-31.35	0.0	217.9	17.45	0.0
4.12	4.651	-31.1	0.0	216.1	33.22	0.0
4.13	6.798	-30.69	0.0	213.2	48.83	0.0
4.14	8.91	-30.12	0.0	209.2	64.21	0.0
4.15	10.98	-29.41	0.0	204.2	79.29	0.0
4.16	12.99	-28.54	0.0	198.1	94.0	0.0
4.17	14.93	-27.53	0.0	191.0	108.3	0.0
4.18	16.8	-26.38	0.0	182.9	122.0	0.0
4.19	18.59	-25.09	0.0	173.8	135.2	0.0
4.2	20.27	-23.68	0.0	163.9	147.7	0.0
4.21	21.86	-22.14	0.0	153.0	159.5	0.0
4.22	23.33	-20.49	0.0	141.3	170.6	0.0
4.23	24.68	-18.73	0.0	128.8	180.8	0.0
4.24	25.9	-16.88	0.0	115.6	190.1	0.0
4.25	26.99	-14.94	0.0	101.7	198.4	0.0
4.26	27.93	-12.92	0.0	87.22	205.8	0.0
4.27	28.73	-10.83	0.0	72.2	212.0	0.0
4.28	29.38	-8.68	0.0	56.72	217.2	0.0
4.29	29.86	-6.487	0.0	40.86	221.3	0.0
4.3	30.19	-4.26	0.0	24.7	224.2	0.0
