Time	x	y	z	vx	vy	vz
0.0	-98.0	-120.0	-127.0	-31.68	177.8	95.05
0.01	-98.31	-118.2	-126.0	-30.96	178.5	95.86
0.02	-98.62	-116.4	-125.1	-30.22	179.2	96.68
0.03	-98.92	-114.6	-124.1	-29.46	179.9	97.51
0.04	-99.21	-112.8	-123.1	-28.69	180.6	98.35
0.05	-99.49	-111.0	-122.1	-27.9	181.3	99.2
0.06	-99.77	-109.2	-121.1	-27.1	181.9	100.1
0.07	-100.0	-107.4	-120.1	-26.27	182.6	100.9
0.08	-100.3	-105.6	-119.1	-25.43	183.3	101.8
0.09	-100.5	-103.7	-118.1	-24.57	184.0	102.7
0.1	-100.8	-101.9	-117.1	-23.69	184.7	103.6
0.11	-101.0	-100.0	-116.0	-22.79	185.4	104.5
0.12	-101.2	-98.17	-115.0	-21.87	186.1	105.4
0.13	-101.5	-96.3	-113.9	-20.92	186.8	106.4
0.14	-101.7	-94.43	-112.9	-19.96	187.5	107.3
0.15	-101.9	-92.55	-111.8	-18.98	188.2	108.3
0.16	-102.0	-90.67	-110.7	-17.97	188.8	109.2
0.17	-102.2	-88.78	-109.6	-16.94	189.5	110.2
0.18	-102.4	-86.88	-108.5	-15.88	190.2	111.2
0.19	-102.5	-84.97	-107.4	-14.8	190.9	112.2
0.2	-102.7	-83.06	-106.2	-13.7	191.6	113.2
0.21	-102.8	-81.14	-105.1	-12.56	192.2	114.3
0.22	-102.9	-79.21	-104.0	-11.41	192.9	115.3
0.23	-103.0	-77.28	-102.8	-10.22	193.6	116.3
0.24	-103.1	-75.34	-101.6	-9.006	194.3	117.4
0.25	-103.2	-73.4	-100.5	-7.763	194.9	118.5
0.26	-103.3	-71.44	-99.26	-6.49	195.6	119.6
0.27	-103.3	-69.49	-98.06	-5.186	196.2	120.7
0.28	-103.4	-67.52	-96.85	-3.85	196.9	121.8
0.29	-103.4	-65.55	-95.62	-2.481	197.5	122.9
0.3	-103.4	-63.57	-94.39	-1.079	198.1	124.0
0.31	-103.4	-61.59	-93.14	0.3573	198.7	125.2
0.32	-103.4	-59.6	-91.88	1.829	199.3	126.4
0.33	-103.4	-57.6	-90.62	3.338	199.9	127.5
0.34	-103.4	-55.6	-89.33	4.884	200.5	128.7
0.35	-103.3	-53.59	-88.04	6.468	201.1	129.9
0.36	-103.2	-51.58	-86.74	8.092	201.7	131.1
0.37	-103.1	-49.56	-85.42	9.757	202.2	132.4
0.38	-103.0	-47.53	-84.09	11.46	202.7	133.6
0.39	-102.9	-45.5	-82.75	13.21	203.2	134.9
0.4	-102.8	-43.47	-81.39	15.01	203.7	136.1
0.41	-102.6	-41.43	-80.02	16.84	204.2	137.4
0.42	-102.4	-39.38	-78.64	18.73	204.7	138.7
0.43	-102.2	-37.33	-77.25	20.66	205.1	140.0
0.44	-102.0	-35.28	-75.84	22.64	205.5	141.3
0.45	-101.8	-33.22	-74.42	24.67	205.9	142.6
0.46	-101.5	-31.16	-72.99	26.76	206.2	143.9
0.47	-101.2	-29.1	-71.55	28.89	206.6	145.3
0.48	-100.9	-27.03	-70.09	31.08	206.8	146.6
0.49	-100.6	-24.96	-68.61	33.32	207.1	148.0
0.5	-100.3	-22.89	-67.13	35.62	207.3	149.3
0.51	-99.91	-20.82	-65.63	37.98	207.5	150.7
0.52	-99.52	-18.74	-64.11	40.39	207.6	152.1
0.53	-99.11	-16.66	-62.58	42.86	207.7	153.4
0.54	-98.66	-14.59	-61.04	45.4	207.8	154.8
0.55	-98.2	-12.51	-59.49	47.99	207.8	156.2
0.56	-97.7	-10.43	-57.92	50.64	207.8	157.6
0.57	-97.18	-8.354	-56.34	53.36	207.6	159.0
0.58	-96.64	-6.278	-54.74	56.14	207.5	160.3
0.59	-96.06	-4.205	-53.13	58.99	207.3	161.7
0.6	-95.46	-2.134	-51.51	61.9	207.0	163.1
0.61	-94.82	-0.06571	-49.87	64.87	206.6	164.4
0.62	-94.16	1.998	-48.22	67.91	206.2	165.8
0.63	-93.46	4.057	-46.55	71.01	205.7	167.1
0.64	-92.74	6.111	-44.87	74.18	205.1	168.4
0.65	-91.98	8.158	-43.18	77.4	204.4	169.7
0.66	-91.19	10.2	-41.48	80.69	203.6	171.0
0.67	-90.37	12.23	-39.76	84.04	202.8	172.2
0.68	-89.51	14.25	-38.04	87.45	201.8	173.4
0.69	-88.62	16.27	-36.3	90.92	200.8	174.6
0.7	-87.69	18.27	-34.54	94.44	199.6	175.8
0.71	-86.73	20.26	-32.78	98.01	198.3	176.9
0.72	-85.73	22.23	-31.01	101.6	196.9	177.9
0.73	-84.69	24.2	-29.22	105.3	195.4	178.9
0.74	-83.62	26.14	-27.43	109.0	193.8	179.9
0.75	-82.51	28.07	-25.62	112.8	192.1	180.8
0.76	-81.37	29.98	-23.81	116.5	190.2	181.6
0.77	-80.18	31.87	-21.99	120.3	188.2	182.4
0.78	-78.96	33.75	-20.16	124.2	186.0	183.1
0.79	-77.7	35.59	-18.33	128.0	183.8	183.7
0.8	-76.4	37.42	-16.49	131.8	181.4	184.2
0.81	-75.06	39.22	-14.65	135.7	178.8	184.7
0.82	-73.69	41.0	-12.8	139.5	176.1	185.0
0.83	-72.27	42.74	-10.95	143.3	173.3	185.3
0.84	-70.82	44.46	-9.093	147.1	170.3	185.4
0.85	-69.33	46.15	-7.238	150.8	167.2	185.5
0.86	-67.81	47.81	-5.384	154.5	164.0	185.5
0.87	-66.24	49.43	-3.53	158.2	160.7	185.3
0.88	-64.64	51.02	-1.678	161.8	157.2	185.0
0.89	-63.01	52.57	0.1698	165.3	153.6	184.6
0.9	-61.34	54.09	2.013	168.7	149.9	184.0
0.91	-59.63	55.57	3.85	172.1	146.0	183.3
0.92	-57.9	57.01	5.679	175.3	142.1	182.5
0.93	-56.13	58.41	7.499	178.4	138.1	181.5
0.94	-54.33	59.77	9.309	181.4	134.0	180.5
0.95	-52.5	61.09	11.11	184.3	129.8	179.3
0.96	-50.64	62.37	12.89	187.1	125.6	178.0
0.97	-48.76	63.6	14.67	189.7	121.3	176.6
0.98	-46.85	64.79	16.43	192.2	117.0	175.1
0.99	-44.91	65.94	18.17	194.5	112.6	173.5
1.0	-42.96	67.04	19.9	196.7	108.2	171.8
1.01	-40.98	68.1	21.61	198.7	103.7	170.0
1.02	-38.98	69.12	23.3	200.6	99.29	168.2
1.03	-36.97	70.09	24.97	202.4	94.84	166.2
1.04	-34.94	71.02	26.62	203.9	90.39	164.2
1.05	-32.89	71.9	28.25	205.4	85.95	162.1
1.06	-30.83	72.74	29.86	206.7	81.53	159.9
1.07	-28.76	73.53	31.45	207.8	77.14	157.7
1.08	-26.68	74.28	33.02	208.8	72.77	155.4
1.09	-24.58	74.98	34.56	209.6	68.45	153.1
1.1	-22.48	75.65	36.08	210.4	64.17	150.7
1.11	-20.38	76.27	37.57	210.9	59.93	148.3
1.12	-18.27	76.85	39.04	211.4	55.75	145.9
1.13	-16.15	77.38	40.49	211.7	51.62	143.4
1.14	-14.03	77.88	41.91	211.9	47.56	140.9
1.15	-11.91	78.33	43.31	212.0	43.55	138.3
1.16	-9.793	78.75	44.68	211.9	39.61	135.8
1.17	-7.675	79.13	46.02	211.8	35.74	133.2
1.18	-5.558	79.47	47.34	211.5	31.94	130.7
1.19	-3.444	79.77	48.64	211.2	28.21	128.1
1.2	-1.335	80.03	49.9	210.7	24.55	125.5
1.21	0.7697	80.26	51.15	210.2	20.97	122.9
1.22	2.868	80.45	52.36	209.6	17.45	120.4
1.23	4.96	80.61	53.55	208.8	14.02	117.8
1.24	7.045	80.73	54.72	208.1	10.65	115.2
1.25	9.121	80.82	55.86	207.2	7.365	112.7
1.26	11.19	80.88	56.97	206.3	4.15	110.1
1.27	13.25	80.9	58.06	205.2	1.008	107.6
1.28	15.29	80.9	59.13	204.2	-2.06	105.1
1.29	17.33	80.86	60.16	203.1	-5.057	102.6
1.3	19.35	80.8	61.18	201.9	-7.981	100.1
1.31	21.37	80.7	62.17	200.6	-10.84	97.61
1.32	23.37	80.58	63.13	199.3	-13.62	95.15
1.33	25.35	80.43	64.07	198.0	-16.34	92.72
1.34	27.33	80.26	64.98	196.6	-18.98	90.31
1.35	29.29	80.05	65.87	195.2	-21.57	87.91
1.36	31.23	79.82	66.74	193.7	-24.08	85.54
1.37	33.16	79.57	67.59	192.2	-26.54	83.19
1.38	35.07	79.29	68.41	190.7	-28.93	80.86
1.39	36.97	78.99	69.2	189.2	-31.25	78.56
1.4	38.86	78.67	69.98	187.6	-33.52	76.28
1.41	40.73	78.32	70.73	185.9	-35.73	74.02
1.42	42.58	77.95	71.46	184.3	-37.88	71.78
1.43	44.41	77.57	72.16	182.6	-39.98	69.57
1.44	46.23	77.16	72.85	180.9	-42.02	67.38
1.45	48.03	76.73	73.51	179.2	-44.01	65.22
1.46	49.81	76.28	74.15	177.5	-45.94	63.08
1.47	51.58	75.81	74.77	175.7	-47.82	60.96
1.48	53.33	75.32	75.37	173.9	-49.65	58.86
1.49	55.06	74.81	75.95	172.1	-51.43	56.79
1.5	56.77	74.29	76.51	170.3	-53.17	54.74
1.51	58.46	73.75	77.05	168.5	-54.85	52.71
1.52	60.14	73.19	77.56	166.7	-56.5	50.71
1.53	61.8	72.62	78.06	164.8	-58.09	48.73
1.54	63.44	72.03	78.54	163.0	-59.64	46.77
1.55	65.06	71.43	79.0	161.1	-61.15	44.83
1.56	66.66	70.81	79.43	159.2	-62.62	42.91
1.57	68.24	70.18	79.85	157.4	-64.05	41.02
1.58	69.81	69.53	80.25	155.5	-65.44	39.15
1.59	71.35	68.87	80.64	153.6	-66.78	37.29
1.6	72.88	68.19	81.0	151.6	-68.09	35.46
1.61	74.38	67.51	81.35	149.7	-69.37	33.65
1.62	75.87	66.81	81.67	147.8	-70.6	31.86
1.63	77.34	66.09	81.98	145.9	-71.8	30.09
1.64	78.79	65.37	82.28	144.0	-72.97	28.34
1.65	80.22	64.64	82.55	142.0	-74.1	26.61
1.66	81.63	63.89	82.81	140.1	-75.2	24.89
1.67	83.02	63.13	83.05	138.1	-76.27	23.2
1.68	84.39	62.36	83.27	136.2	-77.3	21.53
1.69	85.74	61.59	83.48	134.2	-78.3	19.87
1.7	87.08	60.8	83.67	132.3	-79.28	18.23
1.71	88.39	60.0	83.84	130.3	-80.22	16.61
1.72	89.68	59.19	84.0	128.4	-81.13	15.01
1.73	90.96	58.38	84.14	126.4	-82.02	13.42
1.74	92.21	57.55	84.27	124.5	-82.88	11.85
1.75	93.45	56.72	84.38	122.5	-83.71	10.3
1.76	94.66	55.88	84.48	120.5	-84.51	8.766
1.77	95.86	55.03	84.56	118.6	-85.28	7.247
1.78	97.03	54.17	84.62	116.6	-86.03	5.744
1.79	98.19	53.31	84.67	114.6	-86.76	4.257
1.8	99.33	52.44	84.71	112.7	-87.46	2.786
1.81	100.4	51.56	84.73	110.7	-88.13	1.33
1.82	101.5	50.68	84.73	108.7	-88.78	-0.1113
1.83	102.6	49.78	84.73	106.8	-89.41	-1.537
1.84	103.7	48.89	84.7	104.8	-90.02	-2.949
1.85	104.7	47.98	84.67	102.8	-90.6	-4.346
1.86	105.7	47.08	84.62	100.9	-91.16	-5.728
1.87	106.7	46.16	84.55	98.89	-91.69	-7.097
1.88	107.7	45.24	84.47	96.92	-92.21	-8.451
1.89	108.7	44.32	84.38	94.96	-92.7	-9.792
1.9	109.6	43.39	84.28	92.99	-93.17	-11.12
1.91	110.5	42.45	84.16	91.02	-93.63	-12.43
1.92	111.4	41.52	84.03	89.05	-94.06	-13.74
1.93	112.3	40.57	83.89	87.08	-94.47	-15.02
1.94	113.2	39.63	83.73	85.11	-94.86	-16.3
1.95	114.0	38.68	83.56	83.14	-95.23	-17.56
1.96	114.8	37.72	83.38	81.17	-95.59	-18.81
1.97	115.6	36.76	83.18	79.21	-95.92	-20.05
1.98	116.4	35.8	82.98	77.24	-96.24	-21.28
1.99	117.2	34.84	82.76	75.27	-96.53	-22.49
2.0	117.9	33.87	82.53	73.3	-96.81	-23.69
2.01	118.6	32.9	82.28	71.34	-97.07	-24.89
2.02	119.4	31.93	82.03	69.37	-97.32	-26.07
2.03	120.0	30.96	81.76	67.4	-97.54	-27.23
2.04	120.7	29.98	81.49	65.44	-97.75	-28.39
2.05	121.3	29.0	81.2	63.47	-97.94	-29.54
2.06	122.0	28.02	80.89	61.5	-98.12	-30.67
2.07	122.6	27.04	80.58	59.54	-98.28	-31.8
2.08	123.2	26.06	80.26	57.57	-98.42	-32.91
2.09	123.7	25.07	79.92	55.6	-98.54	-34.02
2.1	124.3	24.09	79.58	53.64	-98.65	-35.11
2.11	124.8	23.1	79.22	51.67	-98.75	-36.19
2.12	125.3	22.11	78.85	49.7	-98.82	-37.27
2.13	125.8	21.12	78.48	47.73	-98.89	-38.33
2.14	126.3	20.13	78.09	45.77	-98.93	-39.39
2.15	126.7	19.14	77.69	43.8	-98.96	-40.43
2.16	127.1	18.15	77.28	41.83	-98.98	-41.47
2.17	127.5	17.16	76.86	39.86	-98.98	-42.49
2.18	127.9	16.17	76.43	37.89	-98.96	-43.51
2.19	128.3	15.19	75.99	35.92	-98.93	-44.52
2.2	128.7	14.2	75.54	33.95	-98.89	-45.51
2.21	129.0	13.21	75.08	31.97	-98.83	-46.5
2.22	129.3	12.22	74.61	30.0	-98.76	-47.49
2.23	129.6	11.23	74.13	28.02	-98.67	-48.46
2.24	129.9	10.25	73.64	26.04	-98.56	-49.42
2.25	130.1	9.261	73.14	24.07	-98.45	-50.38
2.26	130.3	8.277	72.63	22.09	-98.31	-51.32
2.27	130.5	7.295	72.11	20.1	-98.17	-52.26
2.28	130.7	6.314	71.59	18.12	-98.01	-53.19
2.29	130.9	5.335	71.05	16.14	-97.83	-54.11
2.3	131.1	4.358	70.51	14.15	-97.64	-55.03
2.31	131.2	3.382	69.95	12.16	-97.44	-55.93
2.32	131.3	2.409	69.39	10.17	-97.22	-56.83
2.33	131.4	1.438	68.81	8.171	-96.99	-57.72
2.34	131.5	0.4691	68.23	6.174	-96.75	-58.61
2.35	131.5	-0.4971	67.64	4.173	-96.49	-59.48
2.36	131.5	-1.461	67.04	2.17	-96.21	-60.35
2.37	131.6	-2.421	66.43	0.1631	-95.92	-61.21
2.38	131.5	-3.379	65.82	-1.847	-95.62	-62.07
2.39	131.5	-4.334	65.19	-3.861	-95.31	-62.91
2.4	131.5	-5.285	64.56	-5.878	-94.97	-63.75
2.41	131.4	-6.233	63.92	-7.9	-94.63	-64.58
2.42	131.3	-7.178	63.27	-9.925	-94.27	-65.41
2.43	131.2	-8.118	62.61	-11.96	-93.9	-66.23
2.44	131.1	-9.055	61.94	-13.99	-93.51	-67.04
2.45	130.9	-9.988	61.27	-16.03	-93.1	-67.84
2.46	130.8	-10.92	60.59	-18.07	-92.69	-68.64
2.47	130.6	-11.84	59.9	-20.12	-92.25	-69.43
2.48	130.4	-12.76	59.2	-22.18	-91.8	-70.21
2.49	130.1	-13.68	58.49	-24.24	-91.34	-70.99
2.5	129.9	-14.59	57.78	-26.31	-90.86	-71.76
2.51	129.6	-15.5	57.06	-28.38	-90.37	-72.53
2.52	129.3	-16.4	56.33	-30.46	-89.86	-73.28
2.53	129.0	-17.29	55.59	-32.55	-89.33	-74.03
2.54	128.6	-18.18	54.85	-34.64	-88.79	-74.78
2.55	128.3	-19.07	54.1	-36.74	-88.23	-75.52
2.56	127.9	-19.95	53.34	-38.85	-87.65	-76.25
2.57	127.5	-20.82	52.57	-40.97	-87.06	-76.97
2.58	127.1	-21.69	51.8	-43.09	-86.45	-77.69
2.59	126.7	-22.55	51.02	-45.23	-85.83	-78.4
2.6	126.2	-23.4	50.23	-47.37	-85.18	-79.1
2.61	125.7	-24.25	49.44	-49.52	-84.52	-79.8
2.62	125.2	-25.1	48.63	-51.68	-83.84	-80.49
2.63	124.7	-25.93	47.83	-53.85	-83.14	-81.18
2.64	124.1	-26.76	47.01	-56.03	-82.42	-81.85
2.65	123.6	-27.58	46.19	-58.22	-81.68	-82.52
2.66	123.0	-28.39	45.36	-60.42	-80.93	-83.18
2.67	122.3	-29.2	44.53	-62.63	-80.15	-83.84
2.68	121.7	-29.99	43.68	-64.86	-79.35	-84.49
2.69	121.0	-30.78	42.84	-67.09	-78.53	-85.13
2.7	120.4	-31.56	41.98	-69.34	-77.69	-85.76
2.71	119.7	-32.34	41.12	-71.6	-76.82	-86.39
2.72	118.9	-33.1	40.25	-73.88	-75.94	-87.01
2.73	118.2	-33.86	39.38	-76.16	-75.03	-87.62
2.74	117.4	-34.6	38.5	-78.46	-74.09	-88.22
2.75	116.6	-35.34	37.62	-80.78	-73.13	-88.81
2.76	115.8	-36.06	36.72	-83.11	-72.15	-89.4
2.77	114.9	-36.78	35.83	-85.45	-71.14	-89.97
2.78	114.1	-37.49	34.93	-87.81	-70.1	-90.54
2.79	113.2	-38.18	34.02	-90.18	-69.04	-91.1
2.8	112.3	-38.87	33.1	-92.58	-67.94	-91.64
2.81	111.3	-39.54	32.18	-94.98	-66.82	-92.18
2.82	110.4	-40.2	31.26	-97.41	-65.67	-92.71
2.83	109.4	-40.85	30.33	-99.85	-64.48	-93.23
2.84	108.4	-41.49	29.4	-102.3	-63.27	-93.73
2.85	107.3	-42.12	28.46	-104.8	-62.02	-94.23
2.86	106.3	-42.73	27.51	-107.3	-60.73	-94.71
2.87	105.2	-43.33	26.56	-109.8	-59.42	-95.18
2.88	104.1	-43.92	25.61	-112.3	-58.06	-95.63
2.89	103.0	-44.5	24.65	-114.9	-56.67	-96.08
2.9	101.8	-45.05	23.69	-117.5	-55.23	-96.51
2.91	100.6	-45.6	22.72	-120.1	-53.76	-96.92
2.92	99.39	-46.13	21.75	-122.7	-52.25	-97.32
2.93	98.15	-46.64	20.77	-125.3	-50.69	-97.7
2.94	96.88	-47.14	19.79	-128.0	-49.08	-98.07
2.95	95.59	-47.63	18.81	-130.7	-47.43	-98.42
2.96	94.27	-48.09	17.83	-133.4	-45.73	-98.75
2.97	92.92	-48.54	16.84	-136.1	-43.98	-99.06
2.98	91.55	-48.97	15.84	-138.9	-42.18	-99.34
2.99	90.14	-49.38	14.85	-141.7	-40.32	-99.61
3.0	88.71	-49.78	13.85	-144.5	-38.4	-99.85
3.01	87.25	-50.15	12.85	-147.3	-36.43	-100.1
3.02	85.77	-50.51	11.85	-150.2	-34.39	-100.3
3.03	84.25	-50.84	10.85	-153.1	-32.29	-100.4
3.04	82.71	-51.15	9.843	-156.0	-30.11	-100.6
3.05	81.13	-51.44	8.837	-158.9	-27.87	-100.7
3.06	79.53	-51.71	7.829	-161.9	-25.56	-100.7
3.07	77.89	-51.95	6.822	-164.9	-23.17	-100.8
3.08	76.23	-52.17	5.814	-167.9	-20.69	-100.8
3.09	74.53	-52.36	4.807	-170.9	-18.13	-100.7
3.1	72.81	-52.53	3.8	-174.0	-15.49	-100.6
3.11	71.05	-52.67	2.794	-177.1	-12.75	-100.5
3.12	69.27	-52.79	1.79	-180.2	-9.91	-100.3
3.13	67.45	-52.87	0.7875	-183.4	-6.97	-100.1
3.14	65.6	-52.93	-0.2119	-186.5	-3.924	-99.78
3.15	63.72	-52.95	-1.208	-189.7	-0.7658	-99.36
3.16	61.8	-52.94	-2.199	-192.9	2.509	-98.86
3.17	59.86	-52.9	-3.184	-196.2	5.906	-98.29
3.18	57.88	-52.82	-4.164	-199.4	9.43	-97.63
3.19	55.87	-52.71	-5.137	-202.6	13.09	-96.89
3.2	53.83	-52.56	-6.101	-205.9	16.89	-96.05
3.21	51.75	-52.37	-7.057	-209.1	20.84	-95.12
3.22	49.65	-52.14	-8.003	-212.4	24.94	-94.08
3.23	47.51	-51.87	-8.938	-215.6	29.21	-92.93
3.24	45.33	-51.56	-9.861	-218.8	33.64	-91.65
3.25	43.13	-51.2	-10.77	-222.0	38.26	-90.23
3.26	40.89	-50.79	-11.67	-225.2	43.06	-88.68
3.27	38.63	-50.34	-12.54	-228.3	48.06	-86.96
3.28	36.33	-49.83	-13.4	-231.3	53.26	-85.08
3.29	34.0	-49.27	-14.24	-234.3	58.68	-83.02
3.3	31.64	-48.65	-15.06	-237.2	64.31	-80.76
3.31	29.26	-47.98	-15.86	-240.0	70.18	-78.28
3.32	26.84	-47.25	-16.63	-242.6	76.27	-75.58
3.33	24.4	-46.45	-17.37	-245.1	82.61	-72.63
3.34	21.94	-45.6	-18.08	-247.3	89.19	-69.41
3.35	19.46	-44.67	-18.76	-249.4	96.01	-65.91
3.36	16.96	-43.67	-19.4	-251.1	103.1	-62.1
3.37	14.44	-42.61	-20.0	-252.6	110.4	-57.96
3.38	11.91	-41.47	-20.55	-253.7	117.9	-53.48
3.39	9.366	-40.25	-21.06	-254.4	125.6	-48.64
3.4	6.822	-38.95	-21.52	-254.5	133.5	-43.41
3.41	4.278	-37.58	-21.93	-254.2	141.6	-37.8
3.42	1.742	-36.12	-22.28	-253.2	149.8	-31.78
3.43	-0.7819	-34.58	-22.56	-251.5	158.0	-25.37
3.44	-3.285	-32.96	-22.78	-249.1	166.2	-18.57
3.45	-5.759	-31.26	-22.93	-245.8	174.3	-11.39
3.46	-8.197	-29.48	-23.01	-241.7	182.2	-3.871
3.47	-10.59	-27.62	-23.01	-236.6	189.8	3.948
3.48	-12.92	-25.68	-22.93	-230.6	197.1	12.01
3.49	-15.19	-23.68	-22.77	-223.6	203.8	20.25
3.5	-17.39	-21.61	-22.52	-215.7	210.0	28.59
3.51	-19.5	-19.48	-22.2	-206.9	215.5	36.94
3.52	-21.53	-17.3	-21.78	-197.3	220.3	45.22
3.53	-23.45	-15.08	-21.29	-187.0	224.3	53.34
3.54	-25.26	-12.82	-20.72	-176.1	227.4	61.23
3.55	-26.97	-10.53	-20.07	-164.7	229.7	68.79
3.56	-28.55	-8.23	-19.35	-152.8	231.1	75.98
3.57	-30.02	-5.917	-18.55	-140.7	231.6	82.74
3.58	-31.37	-3.602	-17.69	-128.5	231.4	89.01
3.59	-32.59	-1.293	-16.77	-116.1	230.3	94.79
3.6	-33.69	1.0	-15.8	-103.8	228.4	100.0
3.61	-34.67	3.272	-14.78	-91.55	225.9	104.7
3.62	-35.52	5.514	-13.71	-79.49	222.7	108.9
3.63	-36.26	7.722	-12.6	-67.65	218.9	112.6
3.64	-36.88	9.889	-11.46	-56.09	214.5	115.7
3.65	-37.38	12.01	-10.29	-44.83	209.7	118.4
3.66	-37.77	14.08	-9.093	-33.91	204.4	120.6
3.67	-38.06	16.1	-7.879	-23.34	198.8	122.3
3.68	-38.24	18.05	-6.649	-13.15	192.8	123.6
3.69	-38.33	19.95	-5.409	-3.34	186.5	124.5
3.7	-38.31	21.78	-4.161	6.087	180.0	125.0
3.71	-38.21	23.55	-2.91	15.13	173.2	125.2
3.72	-38.01	25.24	-1.659	23.79	166.3	125.0
3.73	-37.73	26.87	-0.4117	32.07	159.2	124.5
3.74	-37.37	28.43	0.8278	39.96	151.9	123.4
3.75	-36.93	29.91	2.055	47.47	144.6	121.9
3.76	-36.42	31.32	3.265	54.6	137.2	120.2
3.77	-35.84	32.65	4.458	61.36	129.7	118.3
3.78	-35.2	33.91	5.629	67.76	122.2	116.1
3.79	-34.49	35.1	6.779	73.82	114.6	113.8
3.8	-33.72	36.2	7.903	79.54	107.0	111.2
3.81	-32.9	37.24	9.002	84.94	99.44	108.6
3.82	-32.03	38.19	10.07	90.03	91.82	105.7
3.83	-31.1	39.07	11.12	94.82	84.2	102.7
3.84	-30.13	39.88	12.13	99.31	76.57	99.61
3.85	-29.12	40.61	13.11	103.5	68.94	96.35
3.86	-28.06	41.26	14.05	107.4	61.33	92.97
3.87	-26.97	41.83	14.97	111.1	53.72	89.47
3.88	-25.84	42.33	15.84	114.5	46.12	85.85
3.89	-24.68	42.75	16.68	117.6	38.54	82.13
3.9	-23.49	43.1	17.48	120.5	30.97	78.29
3.91	-22.27	43.37	18.25	123.1	23.42	74.35
3.92	-21.03	43.57	18.97	125.5	15.89	70.3
3.93	-19.76	43.69	19.65	127.7	8.371	66.16
3.94	-18.48	43.74	20.29	129.6	0.8702	61.91
3.95	-17.17	43.71	20.89	131.3	-6.614	57.57
3.96	-15.85	43.61	21.44	132.8	-14.08	53.12
3.97	-14.52	43.43	21.95	134.0	-21.54	48.58
3.98	-13.17	43.17	22.42	135.0	-28.99	43.94
3.99	-11.82	42.85	22.83	135.7	-36.42	39.19
4.0	-10.46	42.45	23.2	136.3	-43.85	34.34
4.01	-9.095	41.97	23.52	136.6	-51.28	29.38
4.02	-7.729	41.42	23.79	136.7	-58.7	24.3
4.03	-6.363	40.8	24.0	136.5	-66.13	19.11
4.04	-5.0	40.1	24.17	136.1	-73.56	13.8
4.05	-3.643	39.33	24.28	135.4	-81.0	8.355
4.06	-2.294	38.48	24.33	134.4	-88.45	2.773
4.07	-0.9556	37.56	24.33	133.2	-95.91	-2.953
4.08	0.3686	36.56	24.27	131.7	-103.4	-8.834
4.09	1.676	35.49	24.16	129.8	-110.9	-14.88
4.1	2.963	34.34	23.98	127.6	-118.4	-21.1
4.11	4.226	33.12	23.73	125.0	-125.9	-27.51
4.12	5.461	31.82	23.42	122.1	-133.4	-34.12
4.13	6.665	30.45	23.05	118.7	-140.9	-40.94
4.14	7.832	29.01	22.6	114.8	-148.5	-47.99
4.15	8.958	27.48	22.09	110.4	-156.0	-55.29
4.16	10.04	25.89	21.5	105.4	-163.5	-62.85
4.17	11.06	24.21	20.83	99.82	-170.9	-70.7
4.18	12.03	22.47	20.08	93.48	-178.2	-78.85
4.19	12.93	20.65	19.25	86.34	-185.5	-87.33
4.2	13.75	18.76	18.33	78.29	-192.5	-96.17
4.21	14.49	16.8	17.33	69.2	-199.4	-105.4
4.22	15.13	14.77	16.22	58.92	-206.0	-115.0
4.23	15.66	12.68	15.02	47.28	-212.2	-125.1
4.24	16.07	10.53	13.72	34.06	-217.9	-135.6
4.25	16.33	8.329	12.31	18.99	-222.9	-146.7
4.26	16.44	6.079	10.78	1.759	-227.1	-158.3
4.27	16.36	3.793	9.14	-18.02	-230.0	-170.5
4.28	16.06	1.487	7.372	-40.81	-231.3	-183.2
4.29	15.52	-0.821	5.475	-67.07	-230.2	-196.2
4.3	14.7	-3.101	3.448	-97.13	-225.7	-209.1
4.31	13.56	-5.31	1.299	-130.8	-216.2	-220.6
4.32	12.08	-7.391	-0.9215	-166.3	-200.0	-223.5
4.33	10.26	-9.283	-3.104	-197.2	-178.5	-213.0
4.34	8.171	-10.94	-5.156	-220.3	-153.7	-197.4
4.35	5.895	-12.35	-7.036	-234.9	-127.7	-178.5
4.36	3.513	-13.5	-8.719	-241.5	-102.3	-158.1
4.37	1.096	-14.4	-10.2	-242.0	-78.41	-137.5
4.38	-1.303	-15.08	-11.47	-237.8	-56.74	-117.7
4.39	-3.645	-15.55	-12.56	-230.5	-37.33	-98.91
4.4	-5.902	-15.84	-13.46	-221.0	-20.07	-81.45
4.41	-8.057	-15.96	-14.19	-210.0	-4.754	-65.26
4.42	-10.1	-15.94	-14.77	-198.1	8.855	-50.28
